email_id,sender,receiver,subject,body,date
452,custodian@financegroup.com,ops_team@bank.com,Settlement Instruction - Equity Trade,"Hi Team,

The trade ID T980361 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-01-23 07:12:22
453,operations@clearinghouse.com,risk_mgmt@bank.com,Regulatory Compliance: Transaction Reporting,"Hi Team,

The trade ID T375548 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
custodian@financegroup.com",2025-02-04 07:12:22
454,custodian@financegroup.com,compliance@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Team,

Please confirm the settlement of trade ID T935527 for ISIN XX1865081470 with counterparty Bank A. Settlement date: 2025-02-24.

Best regards,
custodian@financegroup.com",2025-02-01 07:12:22
455,operations@clearinghouse.com,traders@investmentfirm.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Risk Management,

Please ensure the reporting of trade T907014 under regulatory guidelines before 2025-02-22.

Thanks,
custodian@financegroup.com",2025-02-12 07:12:22
456,tradingdesk@bank.com,risk_mgmt@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Attention Operations,

A corporate action has been announced for ISIN XX1295444261. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-17 07:12:22
457,tradingdesk@bank.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Attention Operations,

A corporate action has been announced for ISIN XX5699142637. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-06 07:12:22
458,tradingdesk@bank.com,risk_mgmt@bank.com,Settlement Instruction - Equity Trade,"Hello,

Kindly process the settlement instruction for trade reference T627020 on settlement date 2025-02-18. Attached are the details.

Thanks,
settlements@bank.com",2025-01-26 07:12:22
459,custodian@financegroup.com,risk_mgmt@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Risk Management,

Please ensure the reporting of trade T502236 under regulatory guidelines before 2025-02-21.

Thanks,
custodian@financegroup.com",2025-02-12 07:12:22
460,settlements@bank.com,risk_mgmt@bank.com,Regulatory Compliance: Transaction Reporting,"Hello,

Kindly process the settlement instruction for trade reference T164717 on settlement date 2025-02-18. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-10 07:12:22
461,tradingdesk@bank.com,risk_mgmt@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Hi Team,

The trade ID T513803 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
settlements@bank.com",2025-02-16 07:12:22
462,settlements@bank.com,compliance@bank.com,Regulatory Compliance: Transaction Reporting,"Hi Team,

The trade ID T971706 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-01-19 07:12:22
463,custodian@financegroup.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Attention Operations,

A corporate action has been announced for ISIN XX5224840475. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-03 07:12:22
464,custodian@financegroup.com,ops_team@bank.com,Dispute Resolution - Mismatched Settlement Date,"Attention Operations,

A corporate action has been announced for ISIN XX1271833441. Please find details attached.

Best,
tradingdesk@bank.com",2025-01-20 07:12:22
465,settlements@bank.com,traders@investmentfirm.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T719173. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-01-23 07:12:22
466,custodian@financegroup.com,ops_team@bank.com,Urgent: Failed Settlement Alert,"Hello,

Kindly process the settlement instruction for trade reference T651858 on settlement date 2025-02-28. Attached are the details.

Thanks,
custodian@financegroup.com",2025-01-25 07:12:22
467,tradingdesk@bank.com,compliance@bank.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T696145 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-17 07:12:22
468,tradingdesk@bank.com,traders@investmentfirm.com,Request for SSI (Standard Settlement Instructions) Update,"Attention Operations,

A corporate action has been announced for ISIN XX9425184929. Please find details attached.

Best,
settlements@bank.com",2025-02-05 07:12:22
469,tradingdesk@bank.com,ops_team@bank.com,Corporate Action Notification - Mandatory Event,"Hello,

Kindly process the settlement instruction for trade reference T845708 on settlement date 2025-02-11. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-02-01 07:12:22
470,settlements@bank.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Hello,

Kindly process the settlement instruction for trade reference T763079 on settlement date 2025-02-27. Attached are the details.

Thanks,
settlements@bank.com",2025-01-19 07:12:22
471,operations@clearinghouse.com,traders@investmentfirm.com,Trade Confirmation for ISIN XX1234567890,"Dear Team,

Please confirm the settlement of trade ID T305017 for ISIN XX1946354956 with counterparty Bank A. Settlement date: 2025-02-18.

Best regards,
tradingdesk@bank.com",2025-02-09 07:12:22
472,operations@clearinghouse.com,traders@investmentfirm.com,Dispute Resolution - Mismatched Settlement Date,"Attention Operations,

A corporate action has been announced for ISIN XX4486277137. Please find details attached.

Best,
tradingdesk@bank.com",2025-02-09 07:12:22
473,operations@clearinghouse.com,risk_mgmt@bank.com,Trade Confirmation for ISIN XX1234567890,"Attention Operations,

A corporate action has been announced for ISIN XX1073528072. Please find details attached.

Best,
custodian@financegroup.com",2025-02-15 07:12:22
474,operations@clearinghouse.com,risk_mgmt@bank.com,Collateral Movement Confirmation,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T795603. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-02-13 07:12:22
475,operations@clearinghouse.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Dear Team,

Please confirm the settlement of trade ID T390187 for ISIN XX4148588294 with counterparty Bank A. Settlement date: 2025-02-16.

Best regards,
operations@clearinghouse.com",2025-01-27 07:12:22
476,custodian@financegroup.com,ops_team@bank.com,Urgent: Failed Settlement Alert,"Hi Team,

The trade ID T332721 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-01-28 07:12:22
477,operations@clearinghouse.com,risk_mgmt@bank.com,Collateral Movement Confirmation,"Dear Team,

Please confirm the settlement of trade ID T430996 for ISIN XX1789893255 with counterparty Bank A. Settlement date: 2025-02-26.

Best regards,
tradingdesk@bank.com",2025-02-04 07:12:22
478,custodian@financegroup.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Risk Management,

Please ensure the reporting of trade T652967 under regulatory guidelines before 2025-02-23.

Thanks,
settlements@bank.com",2025-02-04 07:12:22
479,custodian@financegroup.com,ops_team@bank.com,Regulatory Compliance: Transaction Reporting,"Attention Operations,

A corporate action has been announced for ISIN XX6031170551. Please find details attached.

Best,
settlements@bank.com",2025-01-25 07:12:22
480,custodian@financegroup.com,traders@investmentfirm.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Risk Management,

Please ensure the reporting of trade T682053 under regulatory guidelines before 2025-02-23.

Thanks,
custodian@financegroup.com",2025-02-13 07:12:22
481,tradingdesk@bank.com,traders@investmentfirm.com,Settlement Instruction - Equity Trade,"Dear Team,

Please confirm the settlement of trade ID T232735 for ISIN XX7739225147 with counterparty Investment Firm B. Settlement date: 2025-02-12.

Best regards,
settlements@bank.com",2025-01-26 07:12:22
482,custodian@financegroup.com,risk_mgmt@bank.com,Urgent: Failed Settlement Alert,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T242972. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-02-07 07:12:22
483,custodian@financegroup.com,ops_team@bank.com,Trade Confirmation for ISIN XX1234567890,"Dear Team,

Please confirm the settlement of trade ID T348655 for ISIN XX4517955481 with counterparty Clearing House C. Settlement date: 2025-02-12.

Best regards,
operations@clearinghouse.com",2025-02-16 07:12:22
484,settlements@bank.com,ops_team@bank.com,Urgent: Failed Settlement Alert,"Dear Team,

Please confirm the settlement of trade ID T993043 for ISIN XX9984768514 with counterparty Investment Firm B. Settlement date: 2025-02-11.

Best regards,
custodian@financegroup.com",2025-02-09 07:12:22
485,operations@clearinghouse.com,risk_mgmt@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T358166 on settlement date 2025-02-17. Attached are the details.

Thanks,
custodian@financegroup.com",2025-02-11 07:12:22
486,operations@clearinghouse.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Risk Management,

Please ensure the reporting of trade T540089 under regulatory guidelines before 2025-02-19.

Thanks,
settlements@bank.com",2025-02-05 07:12:22
487,operations@clearinghouse.com,risk_mgmt@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Team,

Please confirm the settlement of trade ID T313462 for ISIN XX7053883738 with counterparty Investment Firm B. Settlement date: 2025-02-11.

Best regards,
settlements@bank.com",2025-02-08 07:12:22
488,operations@clearinghouse.com,ops_team@bank.com,Collateral Movement Confirmation,"Hi Team,

The trade ID T353367 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
settlements@bank.com",2025-01-22 07:12:22
489,custodian@financegroup.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T958883. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-12 07:12:22
490,custodian@financegroup.com,risk_mgmt@bank.com,Settlement Instruction - Equity Trade,"Dear Risk Management,

Please ensure the reporting of trade T278838 under regulatory guidelines before 2025-02-19.

Thanks,
tradingdesk@bank.com",2025-02-06 07:12:22
491,custodian@financegroup.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Risk Management,

Please ensure the reporting of trade T127540 under regulatory guidelines before 2025-02-19.

Thanks,
tradingdesk@bank.com",2025-02-17 07:12:22
492,tradingdesk@bank.com,ops_team@bank.com,Settlement Instruction - Equity Trade,"Attention Operations,

A corporate action has been announced for ISIN XX9321070480. Please find details attached.

Best,
operations@clearinghouse.com",2025-01-31 07:12:22
493,operations@clearinghouse.com,ops_team@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Risk Management,

Please ensure the reporting of trade T594534 under regulatory guidelines before 2025-02-21.

Thanks,
settlements@bank.com",2025-01-28 07:12:22
494,tradingdesk@bank.com,risk_mgmt@bank.com,Urgent: Failed Settlement Alert,"Attention Operations,

A corporate action has been announced for ISIN XX2722301508. Please find details attached.

Best,
tradingdesk@bank.com",2025-02-05 07:12:22
495,custodian@financegroup.com,ops_team@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Team,

Please confirm the settlement of trade ID T746617 for ISIN XX4592104626 with counterparty Clearing House C. Settlement date: 2025-02-12.

Best regards,
operations@clearinghouse.com",2025-02-14 07:12:22
496,settlements@bank.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Dear Team,

Please confirm the settlement of trade ID T956869 for ISIN XX8333172986 with counterparty Bank A. Settlement date: 2025-02-18.

Best regards,
settlements@bank.com",2025-01-30 07:12:22
497,settlements@bank.com,risk_mgmt@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T640826 on settlement date 2025-02-25. Attached are the details.

Thanks,
settlements@bank.com",2025-01-24 07:12:22
498,custodian@financegroup.com,risk_mgmt@bank.com,Trade Confirmation for ISIN XX1234567890,"Attention Operations,

A corporate action has been announced for ISIN XX6606787712. Please find details attached.

Best,
operations@clearinghouse.com",2025-01-27 07:12:22
499,operations@clearinghouse.com,traders@investmentfirm.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Team,

Please confirm the settlement of trade ID T125029 for ISIN XX9850564015 with counterparty Bank A. Settlement date: 2025-02-23.

Best regards,
custodian@financegroup.com",2025-02-10 07:12:22
500,settlements@bank.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Team,

Please confirm the settlement of trade ID T671506 for ISIN XX2838444676 with counterparty Bank A. Settlement date: 2025-02-28.

Best regards,
tradingdesk@bank.com",2025-01-30 07:12:22
501,settlements@bank.com,ops_team@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Attention Operations,

A corporate action has been announced for ISIN XX6791711711. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-13 07:12:22
502,custodian@financegroup.com,ops_team@bank.com,Trade Amendment Request,"Dear Risk Management,

Please ensure the reporting of trade T251542 under regulatory guidelines before 2025-02-22.

Thanks,
settlements@bank.com",2025-02-07 07:12:22
503,operations@clearinghouse.com,traders@investmentfirm.com,Request for SSI (Standard Settlement Instructions) Update,"Attention Operations,

A corporate action has been announced for ISIN XX6522479542. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-02 07:12:22
504,settlements@bank.com,risk_mgmt@bank.com,Collateral Movement Confirmation,"Dear Team,

Please confirm the settlement of trade ID T997239 for ISIN XX9507901875 with counterparty Bank A. Settlement date: 2025-02-12.

Best regards,
custodian@financegroup.com",2025-01-29 07:12:22
505,operations@clearinghouse.com,risk_mgmt@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T543489. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-01-31 07:12:22
506,settlements@bank.com,compliance@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Team,

Please confirm the settlement of trade ID T572988 for ISIN XX1784766306 with counterparty Bank A. Settlement date: 2025-02-18.

Best regards,
operations@clearinghouse.com",2025-02-06 07:12:22
507,tradingdesk@bank.com,traders@investmentfirm.com,Regulatory Compliance: Transaction Reporting,"Attention Operations,

A corporate action has been announced for ISIN XX9431010195. Please find details attached.

Best,
settlements@bank.com",2025-02-12 07:12:22
508,custodian@financegroup.com,risk_mgmt@bank.com,Trade Amendment Request,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T405308. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-11 07:12:22
509,settlements@bank.com,risk_mgmt@bank.com,Trade Confirmation for ISIN XX1234567890,"Attention Operations,

A corporate action has been announced for ISIN XX7112193515. Please find details attached.

Best,
settlements@bank.com",2025-02-02 07:12:22
510,settlements@bank.com,ops_team@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Attention Operations,

A corporate action has been announced for ISIN XX3967681722. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-03 07:12:22
511,settlements@bank.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Attention Operations,

A corporate action has been announced for ISIN XX2518145256. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-05 07:12:22
512,settlements@bank.com,traders@investmentfirm.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T350331 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
tradingdesk@bank.com",2025-02-08 07:12:22
513,tradingdesk@bank.com,ops_team@bank.com,Dispute Resolution - Mismatched Settlement Date,"Attention Operations,

A corporate action has been announced for ISIN XX2534531512. Please find details attached.

Best,
tradingdesk@bank.com",2025-01-24 07:12:22
514,settlements@bank.com,traders@investmentfirm.com,Settlement Instruction - Equity Trade,"Hello,

Kindly process the settlement instruction for trade reference T641994 on settlement date 2025-02-17. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-02-13 07:12:22
515,settlements@bank.com,risk_mgmt@bank.com,Trade Amendment Request,"Hi Team,

The trade ID T987585 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
settlements@bank.com",2025-02-15 07:12:22
516,settlements@bank.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T884905. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-01-27 07:12:22
517,tradingdesk@bank.com,ops_team@bank.com,Settlement Instruction - Equity Trade,"Hello,

Kindly process the settlement instruction for trade reference T913346 on settlement date 2025-02-22. Attached are the details.

Thanks,
settlements@bank.com",2025-02-12 07:12:22
518,settlements@bank.com,compliance@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T770477. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-02-13 07:12:22
519,custodian@financegroup.com,ops_team@bank.com,Trade Amendment Request,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T251901. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-03 07:12:22
520,tradingdesk@bank.com,traders@investmentfirm.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T160369. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-01-23 07:12:22
521,settlements@bank.com,traders@investmentfirm.com,Collateral Movement Confirmation,"Dear Risk Management,

Please ensure the reporting of trade T817966 under regulatory guidelines before 2025-02-19.

Thanks,
operations@clearinghouse.com",2025-02-08 07:12:22
522,custodian@financegroup.com,compliance@bank.com,Collateral Movement Confirmation,"Attention Operations,

A corporate action has been announced for ISIN XX5842164084. Please find details attached.

Best,
tradingdesk@bank.com",2025-02-16 07:12:22
523,operations@clearinghouse.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Dear Risk Management,

Please ensure the reporting of trade T335956 under regulatory guidelines before 2025-02-22.

Thanks,
settlements@bank.com",2025-02-15 07:12:22
524,tradingdesk@bank.com,ops_team@bank.com,Trade Confirmation for ISIN XX1234567890,"Hi Team,

The trade ID T170025 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
custodian@financegroup.com",2025-01-24 07:12:22
525,settlements@bank.com,traders@investmentfirm.com,Settlement Instruction - Equity Trade,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T405266. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-01-23 07:12:22
526,settlements@bank.com,traders@investmentfirm.com,Collateral Movement Confirmation,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T959750. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-02-15 07:12:22
527,custodian@financegroup.com,traders@investmentfirm.com,Collateral Movement Confirmation,"Hello,

Kindly process the settlement instruction for trade reference T827438 on settlement date 2025-02-12. Attached are the details.

Thanks,
custodian@financegroup.com",2025-01-19 07:12:22
528,custodian@financegroup.com,ops_team@bank.com,Urgent: Failed Settlement Alert,"Hello,

Kindly process the settlement instruction for trade reference T978459 on settlement date 2025-02-08. Attached are the details.

Thanks,
custodian@financegroup.com",2025-02-02 07:12:22
529,operations@clearinghouse.com,traders@investmentfirm.com,Trade Amendment Request,"Attention Operations,

A corporate action has been announced for ISIN XX9102224392. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-11 07:12:22
530,operations@clearinghouse.com,risk_mgmt@bank.com,Settlement Instruction - Equity Trade,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T557171. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-01-26 07:12:22
531,tradingdesk@bank.com,risk_mgmt@bank.com,Urgent: Failed Settlement Alert,"Attention Operations,

A corporate action has been announced for ISIN XX1212701911. Please find details attached.

Best,
tradingdesk@bank.com",2025-01-21 07:12:22
532,custodian@financegroup.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T726746. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-02-05 07:12:22
533,settlements@bank.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Attention Operations,

A corporate action has been announced for ISIN XX8844975883. Please find details attached.

Best,
custodian@financegroup.com",2025-01-23 07:12:22
534,settlements@bank.com,risk_mgmt@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Attention Operations,

A corporate action has been announced for ISIN XX6513657047. Please find details attached.

Best,
custodian@financegroup.com",2025-02-07 07:12:22
535,tradingdesk@bank.com,risk_mgmt@bank.com,Urgent: Failed Settlement Alert,"Dear Team,

Please confirm the settlement of trade ID T727293 for ISIN XX5060816766 with counterparty Clearing House C. Settlement date: 2025-02-22.

Best regards,
tradingdesk@bank.com",2025-02-01 07:12:22
536,custodian@financegroup.com,risk_mgmt@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Risk Management,

Please ensure the reporting of trade T580068 under regulatory guidelines before 2025-02-21.

Thanks,
settlements@bank.com",2025-01-30 07:12:22
537,custodian@financegroup.com,ops_team@bank.com,Corporate Action Notification - Mandatory Event,"Dear Team,

Please confirm the settlement of trade ID T448394 for ISIN XX8979688021 with counterparty Investment Firm B. Settlement date: 2025-02-15.

Best regards,
operations@clearinghouse.com",2025-01-28 07:12:22
538,settlements@bank.com,ops_team@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T843969. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-02-06 07:12:22
539,custodian@financegroup.com,compliance@bank.com,Corporate Action Notification - Mandatory Event,"Attention Operations,

A corporate action has been announced for ISIN XX1577602118. Please find details attached.

Best,
settlements@bank.com",2025-01-19 07:12:22
540,settlements@bank.com,risk_mgmt@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Risk Management,

Please ensure the reporting of trade T245805 under regulatory guidelines before 2025-02-22.

Thanks,
operations@clearinghouse.com",2025-02-10 07:12:22
541,custodian@financegroup.com,compliance@bank.com,Trade Confirmation for ISIN XX1234567890,"Hi Team,

The trade ID T976065 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
custodian@financegroup.com",2025-01-20 07:12:22
542,tradingdesk@bank.com,risk_mgmt@bank.com,Settlement Instruction - Equity Trade,"Dear Team,

Please confirm the settlement of trade ID T326091 for ISIN XX5008207485 with counterparty Investment Firm B. Settlement date: 2025-02-20.

Best regards,
custodian@financegroup.com",2025-01-24 07:12:22
543,operations@clearinghouse.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T373913. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-02-02 07:12:22
544,operations@clearinghouse.com,ops_team@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Team,

Please confirm the settlement of trade ID T367050 for ISIN XX2552746494 with counterparty Bank A. Settlement date: 2025-02-26.

Best regards,
operations@clearinghouse.com",2025-01-21 07:12:22
545,settlements@bank.com,compliance@bank.com,Trade Confirmation for ISIN XX1234567890,"Hi Team,

The trade ID T119081 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
tradingdesk@bank.com",2025-01-26 07:12:22
546,operations@clearinghouse.com,traders@investmentfirm.com,Trade Confirmation for ISIN XX1234567890,"Attention Operations,

A corporate action has been announced for ISIN XX2462768420. Please find details attached.

Best,
custodian@financegroup.com",2025-01-31 07:12:22
547,operations@clearinghouse.com,ops_team@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T446510. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-01-24 07:12:22
548,settlements@bank.com,risk_mgmt@bank.com,Collateral Movement Confirmation,"Hello,

Kindly process the settlement instruction for trade reference T474648 on settlement date 2025-02-20. Attached are the details.

Thanks,
settlements@bank.com",2025-01-20 07:12:22
549,settlements@bank.com,risk_mgmt@bank.com,Collateral Movement Confirmation,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T384006. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-01-30 07:12:22
550,operations@clearinghouse.com,traders@investmentfirm.com,Settlement Instruction - Equity Trade,"Dear Risk Management,

Please ensure the reporting of trade T421556 under regulatory guidelines before 2025-02-22.

Thanks,
operations@clearinghouse.com",2025-02-08 07:12:22
551,tradingdesk@bank.com,traders@investmentfirm.com,Dispute Resolution - Mismatched Settlement Date,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T895283. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-01-19 07:12:22
552,tradingdesk@bank.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T655701. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-15 07:12:22
553,tradingdesk@bank.com,compliance@bank.com,Collateral Movement Confirmation,"Dear Risk Management,

Please ensure the reporting of trade T366430 under regulatory guidelines before 2025-02-20.

Thanks,
custodian@financegroup.com",2025-01-25 07:12:22
554,tradingdesk@bank.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Hello,

Kindly process the settlement instruction for trade reference T297023 on settlement date 2025-02-25. Attached are the details.

Thanks,
custodian@financegroup.com",2025-01-19 07:12:22
555,tradingdesk@bank.com,traders@investmentfirm.com,Corporate Action Notification - Mandatory Event,"Attention Operations,

A corporate action has been announced for ISIN XX9116815810. Please find details attached.

Best,
custodian@financegroup.com",2025-02-02 07:12:22
556,settlements@bank.com,compliance@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T954830. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-10 07:12:22
557,operations@clearinghouse.com,traders@investmentfirm.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T117447 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
settlements@bank.com",2025-02-11 07:12:22
558,operations@clearinghouse.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T767700. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-13 07:12:22
559,tradingdesk@bank.com,traders@investmentfirm.com,Corporate Action Notification - Mandatory Event,"Hello,

Kindly process the settlement instruction for trade reference T538497 on settlement date 2025-02-27. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-01-26 07:12:22
560,tradingdesk@bank.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T184608. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-09 07:12:22
561,tradingdesk@bank.com,traders@investmentfirm.com,Settlement Instruction - Equity Trade,"Attention Operations,

A corporate action has been announced for ISIN XX2491380311. Please find details attached.

Best,
tradingdesk@bank.com",2025-01-25 07:12:22
562,operations@clearinghouse.com,risk_mgmt@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Risk Management,

Please ensure the reporting of trade T308187 under regulatory guidelines before 2025-02-19.

Thanks,
operations@clearinghouse.com",2025-02-01 07:12:22
563,settlements@bank.com,ops_team@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Risk Management,

Please ensure the reporting of trade T915110 under regulatory guidelines before 2025-02-19.

Thanks,
tradingdesk@bank.com",2025-01-31 07:12:22
564,settlements@bank.com,compliance@bank.com,Collateral Movement Confirmation,"Hello,

Kindly process the settlement instruction for trade reference T334429 on settlement date 2025-02-18. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-02-10 07:12:22
565,custodian@financegroup.com,ops_team@bank.com,Trade Confirmation for ISIN XX1234567890,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T342839. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-01-20 07:12:22
566,custodian@financegroup.com,risk_mgmt@bank.com,Collateral Movement Confirmation,"Hi Team,

The trade ID T544906 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
tradingdesk@bank.com",2025-02-01 07:12:22
567,operations@clearinghouse.com,ops_team@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T384933 on settlement date 2025-02-17. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-12 07:12:22
568,settlements@bank.com,risk_mgmt@bank.com,Dispute Resolution - Mismatched Settlement Date,"Hello,

Kindly process the settlement instruction for trade reference T402568 on settlement date 2025-02-23. Attached are the details.

Thanks,
custodian@financegroup.com",2025-02-08 07:12:22
